Topic,Timestamp,Words,Frequency
139,2017,"gm, crops, modified, genetically, transgenic",5
139,2018,"crops, geneedited, gm, ruling, exemptions",2
139,2019,"gm, uphold, trees, cotton, thorny",2
139,2021,"geneedited, ease, easier, requirements, crop",1
139,2022,"gm, mustard, cooking, approve, modified",1
140,2007,"peyers, ret, colon, intestinal, lgr5",5
140,2008,"prb, cdk8, catenin, e2f1, colorectal",1
140,2009,"intestinal, stem, prominin, wnt, lgr5",3
140,2010,"intestinalcrypt, begs, casino, asymmetrical, indefinitely",1
140,2011,"intestinal, wnt, lgr5, stem, lgr4",6
140,2012,"znrf3, wnt, paneth, intestinal, calorie",6
140,2013,"intestinal, quiescent, cycling, stem, paneth",4
140,2014,"hgos, gastric, intestinal, crypt, permissive",3
140,2015,"notum, intestinal, wnt, stem, glypicans",8
140,2016,"intestinal, hfd, stem, ppar, ens",8
140,2017,"lgr5, gastric, intestinal, wnt, fundus",9
140,2018,"wnt, intestinal, telocytes, gli1expressing, rspo2",4
140,2019,"intestinal, lgr5, cbcs, notum, paneth",4
140,2020,"intestinal, stem, lgr5, aqp5, wnt",4
140,2021,"intestinal, apcmutant, wnt, stem, wildtype",6
140,2022,"intestinal, wnt, porcn, stem, retrograde",4
141,2006,"volvo, freer, personnel, riches, lucky",2
141,2007,"indian, manmohan, adrift, singh, india",3
141,2008,"india, salzman, lowell, hal, inseparable",5
141,2009,"ruckus, ousts, hikes, expatriate, attracting",2
141,2010,"maharashtra, welloff, mumbai, informationtechnology, pune",4
141,2011,"educationhungry, frontires, sans, educating, india",2
141,2012,"indian, india, council, internationalization, desiraju",7
141,2013,"biotechologists, demanded, globalization, directors, senior",2
141,2014,"indian, india, elections, mathai, stultifying",7
141,2015,"india, indian, strides, superpower, indias",13
141,2016,"india, strengths, bighitters, undaunted, prejudices",5
141,2017,"jonkers, poskett, koen, caroline, subcontinent",4
141,2018,"collaborations, sweetens, cyber, indian, challenger",6
141,2019,"indian, india, gandhi, perur, srinath",6
141,2020,"s20, collaboration, doors, closing, engagement",1
141,2021,"india, brics, discounted, coauthored, architects",4
141,2022,"linchpins, caste, index, egalitarian, fare",3
142,2005,"socialize, packages, diffusible, wrapped, messages",1
142,2006,"bug, superficial, pinpointed, microbiology, begun",3
142,2007,"pathogen, cai1, autoinducer, virulence, cholerae",5
142,2008,"cresswell, bacterium, ploy, listeriosis, typeitaliclisteriaemphasis",3
142,2009,"bacteria, mullard, asher, intercepting, freeloaders",3
142,2010,"tlc, phage, cholerae, ctx, filamentous",2
142,2011,"coli, typeitalice, outbreak, emphasis, cholera",12
142,2012,"falters, scare, typeitalice, coliemphasis, limbo",1
142,2013,"coley, bacteriology, foodborne, harming, destroys",3
142,2014,"phage, iyo, liiseanne, shigenobu, jumpei",3
142,2015,"pennington, bacteriology, jermy, unabated, hugh",3
142,2017,"phages, communication, lysogeny, lysogenic, phage",9
142,2018,"antiphage, bacteria, defence, phages, viruses",7
142,2019,"bacteria, cholera, bacterium, microbes, defence",11
142,2020,"bacteriaeating, monocytogenesemphasis, typeitaliclisteria, sumoylation, broadening",2
142,2022,"plasmids, seventh, bacteria, ddmabc, cholerae",7
143,2009,"europewide, parliamentary, elections, abbott, alison",1
143,2014,"echenique, unplanned, blogging, pablo, brussels",1
143,2015,"call, abandoned, consideration, macilwain, commission",1
143,2016,"brexit, eu, uk, union, european",23
143,2017,"brexit, eu, european, uk, union",13
143,2018,"brexit, european, eu, union, kingdom",10
143,2019,"brexit, eu, union, european, uk",12
143,2020,"brexit, eu, brexits, kingdom, cherish",6
143,2021,"brexit, eleventhhour, means, eu, union",1
143,2022,"brexit, postbrexit, uks, union, european",6
144,2005,"warmest, 2005, recorded, heat, year",1
144,2006,"tuvalu, samir, topped, floods, locals",3
144,2007,"megafloods, adrift, floods, drainage, english",2
144,2008,"dripping, shorterterm, taps, ups, grip",2
144,2009,"west, heatwaves, threatened, ahead, american",1
144,2010,"solar, radiative, forcing, spectral, radiativephotochemical",3
144,2011,"flood, wales, autumn, warming, england",3
144,2012,"blamed, heatwaves, unusually, points, frequency",1
144,2013,"hiatus, variability, kosaka, shangping, warming",1
144,2014,"heatwaves, unploughed, notill, flood, hiatus",5
144,2015,"hiatus, forcing, simulated, radiative, trends",6
144,2016,"weather, populationweighted, 1974, worsening, pleasant",2
144,2017,"warming, hiatus, climate, forcing, radiative",7
144,2018,"floods, heatwaves, extreme, downpours, weather",4
144,2019,"flood, floods, climate, warming, decreasing",11
144,2020,"floodrich, flood, floods, europe, periods",6
144,2021,"floods, flood, heatwave, climate, population",9
144,2022,"floods, management, droughts, impacts, flood",7
145,2005,"japans, badly, tired, missed, flawed",2
145,2006,"japan, fuyuno, ichiko, japans, japanese",6
145,2007,"postdocs, japan, japans, glut, spare",3
145,2008,"japanese, frontrunner, tsuji, tsutani, kaori",2
145,2009,"japans, japan, japanese, government, sunami",10
145,2010,"japan, japans, worldleading, tokyo, rolls",4
145,2011,"japan, japans, yusuke, nakamura, okinawa",4
145,2012,"japan, japans, government, nakamura, yusuke",7
145,2013,"japanese, abenomics, shinzo, japan, japans",4
145,2014,"overdue, japans, reforms, welcome, monitoring",1
145,2015,"japanese, pacifist, military, spooked, japan",2
145,2016,"japans, japan, joining, efforts, bighitters",5
145,2017,"japan, japans, tokyo, japanese, 550",6
145,2018,"japans, japan, supersmart, ambition, international",6
145,2019,"japans, japan, connectors, insular, disconnected",4
145,2020,"shinz, abe, abes, japans, japan",2
145,2021,"conformity, japan, prize, editor, boost",1
145,2022,"japan, japans, coalitions, strives, landslide",3
146,2006,"glass, glasses, fragility, novikov, metallic",4
146,2007,"metallic, glass, alloys, vitrification, liquid",3
146,2008,"glasses, regimented, crystals, pancakes, toughened",4
146,2009,"glasses, moulding, mould, metallic, highdensity",3
146,2010,"twin, strength, dislocations, dislocation, huajian",1
146,2011,"superresilient, glassy, steel, toughness, rival",1
146,2012,"stiffness, configuration, firstprinciples, linearly, binaryalloy",2
146,2013,"martensitic, microstructure, solidtosolid, hysteresis, reversibility",2
146,2014,"metallic, monatomic, glass, glasses, glassy",2
146,2015,"magnesium, ductility, dislocation, strength, steel",6
146,2016,"creep, nanocrystalline, alloys, alloy, grain",4
146,2017,"metal, dislocation, alloys, twinning, solidification",7
146,2018,"interstitial, ductility, ordered, alloys, strength",1
146,2019,"alloys, glasses, metallic, architected, alloy",6
146,2020,"alloys, grain, foils, metallic, gb",10
146,2021,"alloys, csro, alloy, ufg, ductility",9
146,2022,"alloys, dislocations, alloy, ductility, tensile",7
147,2005,"users, street, electrode, cap, mind",1
147,2006,"implant, paralysed, implants, reorganization, output",8
147,2007,"righties, lefties, amputated, prosthetics, deepbrain",3
147,2008,"paralysed, brainmachine, monkeys, prosthetic, selffeeding",6
147,2009,"brainimplantable, grabber, jens, clausen, totally",2
147,2010,"mtl, fade, lobe, brainmachine, lockedin",1
147,2011,"brainmachine, limb, multijoint, microstimulation, motor",2
147,2012,"tetraplegia, robotic, grasp, arm, braincontrolled",4
147,2013,"brain, implant, cognition, stimulation, cord",9
147,2014,"thoughtcontrolled, memorysaving, stimulation, eavesdrop, prosthetics",5
147,2015,"injectable, exoskeletons, mesh, bionic, pentagons",2
147,2016,"paralysed, implants, brain, mans, muscles",8
147,2017,"53yearold, paralysed, implant, drink, cup",1
147,2018,"paralysed, spinalcord, paralyzed, stomp, mindreading",3
147,2019,"spinalcord, implants, injuries, revolutionary, feet",4
147,2021,"handwriting, typing, bci, paralysed, movements",5
147,2022,"paralysed, implant, spinalcord, brainreading, people",8
148,2006,"peer, reviewers, review, remarks, peerreview",5
148,2007,"review, peer, replicator, referees, peerreview",2
148,2008,"anonymity, doubleblind, peer, review, author",1
148,2009,"peer, review, wiser, journal, reviewers",3
148,2010,"peer, embo, review, processs, pulverer",2
148,2011,"peer, review, reviewer, howto, oransky",4
148,2013,"peer, review, reviewers, comment, pure",4
148,2014,"peer, review, peerreview, reviewers, rewards",5
148,2015,"peer, reviewers, review, stell, caving",4
148,2016,"peer, review, reviewers, peerreview, rennie",5
148,2017,"peer, reviewers, review, confidential, peerreview",6
148,2018,"peer, review, reviewers, peerreview, referees",9
148,2019,"peer, review, reviewers, peerreview, formatting",12
148,2020,"peer, review, peerreview, prig, baglini",4
148,2021,"saps, reviewers, referees, zoom, review",1
148,2022,"peer, reviewers, review, checked, severin",4
149,2005,"biodiesel, cleanburning, glycerin, sulphonated, biofuels",1
149,2006,"biofuels, ethanol, page, sugarcane, corn",9
149,2007,"biofuels, biofuel, ethanol, cellulose, mesquite",9
149,2008,"biofuels, biofuel, ethanol, cellulosic, cellulose",6
149,2009,"biofuels, ethanol, weekly, articles, cleanfuel",5
149,2010,"biofuels, biofuel, oils, ethanol, biomass",3
149,2011,"biofuels, fuels, biofuel, fuel, renewable",12
149,2012,"biofuels, ethanol, biofuel, fuels, fermentation",7
149,2013,"biofuels, biofuel, alkanes, ethanol, shortchain",5
149,2014,"biofuels, ethanol, macroalgae, biofuel, sugars",4
149,2017,"biofuel, aircraft, solardiesel, minigrids, 5070",2
149,2018,"kerosene, centuryold, clever, update, biomass",1
149,2019,"fouls, voracious, air, fertilizer, maize",1
149,2020,"fischbach, bioengineer, microbes, shortchain, homing",1
149,2021,"cellulose, fibrillated, biofuels, morexa, macrofibres",2
149,2022,"biofuels, smarter, garca, hydroponics, ethanolproducing",3
150,2006,"ageold, dealing, solving, rethink, ageing",1
150,2007,"ageing, partridge, happier, age, coin",3
150,2008,"ageing, old, age, expectancy, live",8
150,2009,"ageing, recruiting, postdocs, institutes, centres",1
150,2010,"ageing, age, biodemography, delayed, demographers",5
150,2011,"90year, lagergren, diligent, marten, mar",3
150,2012,"kahana, ageing, eva, irises, proactively",5
150,2013,"ageing, shortens, prone, before, tracks",2
150,2014,"ageing, gerontology, me, biomathematician, geriatriccare",5
150,2015,"eternal, monya, obsession, bent, documentary",1
150,2016,"ageing, lifespan, expectancy, age, limit",9
150,2017,"sewell, abigail, expectancy, ageing, live",3
150,2018,"ageing, healthspan, latelife, longevity, age",5
150,2019,"ageing, healthspan, age, lifespan, homes",7
150,2020,"ageing, birthrate, timestamp, xiaoming, neurobiologist",3
150,2021,"age, inflammation, centenarians, clock, sweeping",3
150,2022,"ageing, aging, dog, expectancy, healthy",7
151,2006,"museum, museums, treasure, melanesian, martians",6
151,2007,"museums, museum, curiosities, collections, smithsonian",5
151,2008,"museum, museums, planetarium, treasures, history",6
151,2009,"museum, doors, darwin, facility, display",1
151,2010,"museum, hovers, preempts, axe, savings",1
151,2011,"museum, museums, collections, heritage, archaeology",8
151,2012,"museums, museum, history, natural, pell",5
151,2013,"museum, museums, textile, sequins, tapestries",4
151,2014,"curators, museums, collections, italys, preserve",1
151,2015,"museums, museum, doisneaus, sedition, naturalhistory",2
151,2016,"museum, museums, canfield, roosevelt, statesmans",4
151,2017,"museum, museums, exhibition, collections, naturalhistory",7
151,2018,"museum, museums, avivs, cabinets, collections",4
151,2019,"museum, janeiro, antiques, decor, inferno",4
151,2020,"museum, archaeological, museums, relive, gerais",4
151,2021,"museums, naturalhistory, oaks, repatriation, museum",4
151,2022,"museum, museums, yemenis, fahd, albarraq",4
152,2005,"mitochondrion, humble, powerhouse, life, play",1
152,2006,"mitochondria, mitochondrial, parkin, parkinsons, pink1",8
152,2007,"parkinsonism, prosurvival, pink1, progressive, devastating",1
152,2008,"mitofusin, mitochondria, mitochondrial, htra2, er",4
152,2010,"qualitycontrol, pink1, parkin, mitochondria, parkinsons",1
152,2012,"mitochondrial, camkii, haem, mitochondria, atpif1",4
152,2013,"autophagosomes, motors, mitochondria, syntaxin, ermitochondria",2
152,2014,"usp30, mitophagy, parkin, mitochondrial, mitochondria",3
152,2015,"mitochondrial, mitochondria, er, mpos, import",8
152,2016,"mitochondrial, mitochondria, mitofusin, oxphos, fat1",10
152,2017,"mitochondrial, mitochondria, mca2, peroxisomes, organelles",9
152,2018,"mitochondrial, rab7, mitochondria, gtp, mitochondrialysosome",3
152,2019,"mitochondrial, mgm1, mitophagy, opa1, mitochondria",5
152,2020,"mitochondrial, dele1, hri, eif2, nad",4
152,2021,"mitochondrial, gsh, fission, mitochondria, slc25a39",5
152,2022,"haem, mitochondrial, hrg9, tango2, mitochondria",2
153,2006,"superfluid, boseeinstein, atomic, gases, supersolid",7
153,2007,"superfluid, oddly, madness, innocuous, supersolid",2
153,2008,"microphysics, transitions, superfluid, surviving, uncovered",1
153,2009,"superfluid, neutral, superfluidity, atoms, elegant",2
153,2010,"dicke, supersolid, ultracold, phase, superfluid",4
153,2011,"bose, gases, spin, drag, twodimensional",2
153,2012,"evaporative, superfluid, ultracold, cooling, superfluidity",6
153,2013,"superfluid, solitons, ultracold, dipolar, molecules",7
153,2014,"hysteresis, superfluid, atomtronic, ultracold, atoms",3
153,2015,"hubbard, ultracold, antiferromagnetic, compensated, techniques",1
153,2016,"turbulence, superfluid, droplets, selfbound, ultracold",3
153,2017,"supersolid, boseeinstein, condensate, supersolidity, stripe",4
153,2018,"bose, scaling, universal, gases, ultracold",5
153,2019,"supersolid, collisions, superfluid, dipolar, ultracold",7
153,2020,"ultracold, dipolar, molecules, cooling, criticality",4
153,2021,"superfluid, vortex, ultracold, supersolid, bkt",6
153,2022,"ultracold, triatomic, molecules, gauge, superfluid",6
154,2013,"harassment, sexual, raven, stain, subsides",2
154,2015,"harassment, marcy, geoffrey, sexualharassment, sexual",6
154,2016,"harassment, sexual, senior, victims, sexualharassment",5
154,2017,"harassment, sexual, university, institutions, sexualharassment",5
154,2018,"harassment, bullying, allegations, sexual, wellcome",20
154,2019,"harassment, sexual, bullying, academy, harassers",12
154,2020,"harassers, harassment, sexualharassment, epstein, academy",5
154,2021,"bullying, harassment, academy, bully, expels",8
154,2022,"harassment, bullying, bullied, smithsonian, sexual",7
155,2005,"chemist, chesterford, nobel, chemistry, bentley",5
155,2006,"chemistry, chemist, chemists, disciplines, unheralded",7
155,2007,"chemist, chemistry, birthday, chemists, frank",9
155,2008,"chemistry, nobel, bartlett, anatol, 19322008",6
155,2009,"matyjaszewski, toxicchemical, krzysztof, mellon, prospers",2
155,2010,"gassner, zare, chemist, nadine, chemistry",5
155,2011,"chemistry, chemist, nobel, ja, william",11
155,2012,"chemist, mead, doty, typeitalic19202011emphasis, oreilly",3
155,2013,"2005, moerdyk, melen, shifter, chemistry",2
155,2014,"dove, biomaterials, curiosity, andrew, catalysis",1
155,2015,"chemist, chemistry, typeitalic19302015emphasis, heck, typeitalic19312015emphasis",4
155,2016,"chemrxiv, feringa, sauvage, jeanpierre, stoddart",3
155,2017,"chemists, chemistry, chemist, farha, howarth",5
155,2018,"labmate, pipetting, chemist, arnold, testtube",2
155,2019,"eigen, 19272019, manfred, observer, humanitys",2
155,2022,"19422021, grubbs, nobel, gamechanging, honoured",2
156,2005,"depot, englands, plagues, oil, skies",1
156,2006,"bombed, spill, cleanup, hampers, oil",1
156,2007,"lebanon, spill, escapes, oil, longlasting",1
156,2008,"gulf, mexico, oil, texas, christi",2
156,2009,"valdezemphasis, typeitalicexxon, spill, oil, expensive",1
156,2010,"oil, spill, gulf, deepwater, mexico",30
156,2011,"deepwater, gulf, oil, spill, horizon",11
156,2012,"deepwater, spill, horizon, oil, valdez",5
156,2013,"oil, deepwater, spill, gulf, horizon",4
156,2014,"spill, oil, deepwater, shag, gunk",2
156,2015,"deepwater, horizon, oilspill, gulf, spill",3
156,2018,"spill, oil, oilspill, jihong, oiltanker",4
156,2019,"oil, spill, valdez, exxon, brakes",1
156,2020,"spill, jaqueline, lowsulfur, sauzier, mauritius",1
156,2021,"derelict, imperil, rupturing, tanker, wartorn",1
156,2022,"oil, appalled, spill, reliance, peru",1
157,2007,"graphene, transport, spin, layer, electronic",2
157,2009,"graphene, hall, fractional, carriers, highestquality",2
157,2011,"4c, 196199, incorrect, 462, arithmetic",1
157,2012,"dirac, fermions, graphene, adjustable, massless",2
157,2013,"graphene, superlattices, moir, fractal, nitride",3
157,2014,"helical, hall, edge, graphene, chargeneutral",1
157,2015,"bilayer, graphene, valley, modes, nearfield",1
157,2016,"nanoribbons, zigzag, edgelocalized, surfaceassisted, splittings",1
157,2017,"bilayergraphene, bilayergraphenebased, evendenominator, halffilled, anyons",1
157,2018,"graphene, twisted, ssh, bilayer, correlated",5
157,2019,"graphene, bilayer, twisted, magicangle, moir",10
157,2020,"graphene, moir, correlated, twisted, flat",17
157,2021,"graphene, twisted, magicangle, bilayer, superconductivity",16
157,2022,"graphene, moir, twisted, bilayer, correlated",6
158,2007,"microglial, phagocytosis, eatme, udp, p2ysubscript6subscript",2
158,2008,"pentraxins, sap, fcr, phagocytosis, igg",1
158,2009,"bloodbrain, barrier, immunecell, electrical, seizures",2
158,2010,"barrier, pericytes, bloodbrain, nervous, astrocytes",3
158,2012,"microglia, gardeners, sentinels, pruning, passive",1
158,2013,"neuroinflammation, cryab, bcrystallin, drd2, d2",1
158,2014,"rest, ageing, alzheimers, neurodegeneration, cognitive",2
158,2015,"lymphatic, gli1, alzheimers, remyelination, immune",3
158,2016,"tam, microglial, cns, microglia, neurogenic",3
158,2017,"microglia, astrocytes, amyloid, a1, specks",8
158,2018,"microglia, astrocytes, meningeal, lymphatic, cns",8
158,2019,"microglia, ms, mlvs, cd22, nervous",6
158,2020,"microglia, alzheimers, astrocytes, microglial, ifitm3",9
158,2021,"microglia, astrocytes, meningeal, cns, ad",9
158,2022,"microglia, csf, pbms, reactivity, nervous",9
158,2023,"myelin, microglia, nervous, integrity, ensheathment",1
159,2005,"bats, salamanders, bat, burgers, cavedwelling",2
159,2006,"bats, bat, tongue, echolocation, stows",3
159,2007,"bats, bat, echolocation, birdeating, 20clawed",5
159,2008,"bats, echolocation, bat, flightfirst, roosts",4
159,2009,"bats, shivering, conceals, whitenose, ugly",2
159,2010,"bats, echolocation, bat, onychonycteris, echolocate",5
159,2011,"bats, vampire, bat, ir, destructans",7
159,2012,"bats, echolocation, meier, nantes, ethereal",2
159,2013,"bats, echolocation, bat, echolocating, smaller",7
159,2015,"bats, bat, woman, documentaries, tonguepump",4
159,2016,"bats, bat, banter, racket, jammed",2
159,2017,"bats, buildings, echolocation, crowdsource, crusty",4
159,2018,"bats, bat, echolocation, microcalls, snuggling",4
159,2019,"bats, groomed, selfcatering, realestate, mum",2
159,2020,"bats, bat, echolocation, referencequality, myotis",4
159,2021,"bats, echolocation, fruitbat, bat, baby",3
159,2022,"bats, bat, echolocation, ganglion, yinpterochiroptera",8
160,2006,"dwindling, weakens, worsen, nio, el",1
160,2009,"nio, el, pacific, buoy, sunspots",3
160,2010,"nios, nia, rolls, cons, pros",1
160,2011,"ocean, atlantic, agulhas, equatorial, warm",3
160,2012,"pacific, zonal, circulation, walker, convergence",2
160,2013,"el, pacific, equatorial, nio, seasonal",12
160,2014,"el, nio, enso, pacific, ocean",11
160,2015,"pacific, circulation, el, trends, nio",7
160,2016,"hydroclimate, el, nio, past, proxy",4
160,2017,"rainfall, warming, 1982, extreme, gradient",3
160,2018,"el, nio, sst, pacific, enso",4
160,2019,"mjo, pacific, sst, el, extremerainfall",6
160,2020,"iod, variability, enso, el, nio",2
160,2021,"precipitation, monsoon, tropical, rainfall, el",2
160,2022,"pacific, tcs, tropical, tongue, annual",6
161,2006,"day, ut, solstice, week, 0012",1
161,2010,"july5, august, 2010, 30, week",1
161,2015,"week, 2015, october, july, science",16
161,2016,"2016, week, science, july, march",20
161,2017,"week, 2017, science, october, august",10
161,2018,"2018, week, harassment, science, 915",11
161,2019,"2019, week, june, protest, harassment",6
161,2021,"selfie, betelgeuse, closure, journal, mystery",1
162,2005,"nanooscillators, phaselocked, oscillators, synchronized, wireless",1
162,2007,"resonator, lasing, josephsonjunction, artificialatom, artificial",1
162,2008,"qed, cavity, quantum, fock, photons",3
162,2010,"resonator, mechanical, ground, quantum, state",3
162,2011,"mechanical, quantum, atom, nanomechanical, resonator",9
162,2012,"quantumbyquantum, cavity, photons, nonlinear, quanta",5
162,2013,"resonator, squeezed, micromechanical, quantum, vacuum",6
162,2014,"photon, atom, quantum, gate, single",3
162,2015,"mechanical, photons, oscillator, nanomechanical, quantum",3
162,2016,"phonons, resonator, photons, nonclassically, quantum",3
162,2017,"squeezed, quantum, fluctuations, optics, light",6
162,2018,"quantum, resonator, mechanical, fock, macroscale",5
162,2019,"resonators, quantum, mechanical, fluctuations, nanomechanical",7
162,2020,"quantum, electrodynamics, bolometer, atom, laughlin",3
162,2021,"quantum, mechanical, motion, control, cavity",5
162,2022,"mechanical, resonators, quantum, acoustic, qubit",3
163,2005,"2005, ecol, 594601, funct, 959961",1
163,2006,"lancaster, 2006101038441812d, 812, referee, coauthor",1
163,2008,"giurfa, rubinstein, 494496, marcelo, transposed",1
163,2009,"645646, httptinyurlcommwserz, blume, submitted, 459",1
163,2010,"homewood, 272273, withdrew, serengeti, ruin",1
163,2011,"lescrol, grmillets, 479, 299, ross",1
163,2012,"rodica, 312313, meteorologicalinstrument, nitu, toronto",1
163,2013,"franciska, version, vries, 143, 380",2
163,2014,"caption, gonaturecompssric, 167168, halpern, wrong",2
163,2015,"correction, coauthor, author, affiliation, 2015",4
163,2016,"correction, 2016, 531, files, 443446",4
163,2017,"jiangang, miami, 630631, rosenstiel, luouniv",1
163,2018,"author, correction, corrected, online, letter",8
163,2019,"author, correction, paper, amendment, accessed",11
163,2020,"paper, accessed, amendment, published, author",17
163,2021,"correction, published, paper, author, publisher",9
163,2022,"reader, issues, local, response, correction",1
164,2005,"frogs, sleepy, salamanders, yellowstone, urea",2
164,2006,"frogs, toads, cane, fungus, amphibian",9
164,2007,"toads, amphibians, cane, frogs, fasthopping",5
164,2008,"frogs, majorcan, amphibians, amphibian, bagged",2
164,2009,"amphibians, figured, amphibian, blaming, downplays",3
164,2010,"frogs, amphibians, amphibian, urinate, chytrid",5
164,2011,"amphibian, amphibians, landuse, threats, fungal",4
164,2012,"auliya, herpetologist, frogkilling, tightened, amphibians",1
164,2013,"frogs, frog, amphibians, hula, chytridiomycosis",4
164,2014,"frogs, amphibians, amphibian, salamanders, fungus",5
164,2015,"frogs, toads, chytrid, amphibian, speedy",2
164,2017,"frogs, pathogen, salamanders, amphibian, salamander",7
164,2018,"amphibians, toads, amphibian, frogkillers, bootlace",4
164,2019,"frogs, amphibians, toad, fungus, mothers",6
164,2020,"again, frogs, foliage, blending, green",1
164,2021,"frogs, toads, cane, cannibals, frightening",4
164,2022,"salamander, wansheng, frogs, jiang, protector",2
165,2005,"asiapacific, trio, herald, negligible, loses",2
165,2006,"mice, mighty, paramutable, 814816, generations",8
165,2007,"shizuo, mouse, knockout, signposts, mousetrap",7
165,2008,"resources, complextrait, networkbased, genebased, behavioural",1
165,2009,"pigs, dirty, uncivil, mouse, checkup",6
165,2010,"phenotyping, megascience, mouse, nonanimal, mice",6
165,2011,"disable, nears, mouse, livers, humanized",3
165,2012,"euthanasia, humane, housing, anaesthetics, cage",2
165,2013,"burrow, oldfield, burrows, mice, modules",5
165,2014,"perrin, preclinical, mouse, irreproducible, drug",4
165,2015,"faecal, kent, immunoglobulina, emphasisto, nonchromosomal",3
165,2016,"mice, dirty, roommates, ultrahygienic, ofnewborn",5
165,2017,"mices, littermates, confound, eve, inbreeding",2
165,2018,"mice, levy, rodents, adam, brainier",5
165,2019,"mouseresearch, mousegenetics, harwell, runnerup, rethought",3
165,2020,"yorkers, mouselab, rosenthal, oversees, nadia",2
165,2021,"supplier, animal, australias, blow, closure",1
165,2022,"giraffes, naked, mole, ukraine, longevity",1
166,2005,"heike, smogs, langenberg, aerosols, aerosol",3
166,2006,"cloudmaker, clouds, clues, yield, artificial",1
166,2007,"aerosols, incriminated, fiddle, confuse, provoke",3
166,2008,"smallscale, clouds, cloud, constitute, processes",1
166,2009,"aerosols, atmospheric, clouds, astrid, kiendlerscharr",5
166,2010,"soa, aerosol, particles, aerosols, cloud",3
166,2011,"cloud, nucleation, sulphuric, aerosol, boundary",3
166,2012,"aerosols, atlantic, aerosol, variability, twentiethcentury",6
166,2013,"aerosols, aerosol, cloud, forcing, anthropogenic",4
166,2014,"aerosol, lowvolatility, organic, volatile, cloudseeding",3
166,2015,"clouds, cloud, nucleating, particles, ice",2
166,2016,"vapours, aerosol, cloud, sulfuric, particles",9
166,2017,"aerosols, cloud, aerosolcloud, clouds, aerosol",3
166,2019,"cloud, aerosols, npf, ccn, clouds",6
166,2020,"particles, nitric, ammonia, acid, cloud",3
166,2021,"formic, microplastics, erf, cloud, airborne",4
166,2022,"clouds, cloud, cumulus, aerosol, aerosols",7
167,2006,"lizards, venom, snakes, monstersauria, helodermatid",2
167,2007,"snakes, serpents, snack, venom, predation",3
167,2008,"snakes, lancehead, serpent, venomics, graceful",4
167,2009,"snakes, ecosystem, serpentine, adaptive, stickleback",5
167,2010,"lizards, snakes, lizard, predation, selection",7
167,2011,"adaptive, cared, plesiosaurs, swimmer, mammalia",2
167,2012,"pink, salmon, migrate, climatechange, warmer",1
167,2013,"lizards, inherit, extraction, monitor, explanation",1
167,2014,"airflow, unidirectional, lizard, snakes, savannah",4
167,2015,"antivenom, snakebite, braced, specialists, stocks",1
167,2016,"snakes, mimicry, redblack, taipans, mambas",2
167,2017,"nfds, selection, ds, immigrants, divergent",4
167,2018,"hurricanes, lizards, selection, hurricaneinduced, lizard",6
167,2019,"lizards, predators, curlytailed, coexistence, anolis",5
167,2020,"speciation, snakes, cichlid, explosive, lizards",7
167,2021,"snakes, lizards, reptiles, finicky, unburnt",5
167,2022,"salamanders, tallest, lizards, snakes, wandering",6
168,2005,"feather, follicle, hair, feathers, fledged",1
168,2007,"hair, wounds, regeneration, follicles, epidermis",6
168,2008,"limb, fgfs, aer, aerfgfs, fgf",3
168,2009,"phocomelia, limb, chick, xirradiationinduced, regeneration",4
168,2010,"muscling, salamanderstyle, regenerate, pin, limb",1
168,2011,"regeneration, digit, blastema, limb, stemprogenitor",2
168,2012,"hair, ife, spiny, regeneration, skin",7
168,2013,"regeneration, hair, nail, planarians, planarian",11
168,2015,"preaxial, hair, superenhancer, nicheinduced, regeneration",3
168,2016,"limb, hair, regeneration, salamander, alx3",5
168,2017,"jeb, epidermis, regeneration, planarian, hair",2
168,2018,"axolotl, pax3, hair, mexicanum, ambystoma",4
168,2019,"fission, patterning, sizedependent, flatworms, tgf",2
168,2020,"hair, melanocyte, greying, stress, sympathetic",6
168,2021,"hair, hfscs, follicle, corticosterone, regeneration",6
168,2022,"gibbin, xiagibbs, mesoderm, patterning, mesodermal",1
169,2005,"ozone, recover, destroyer, nibbling, cfcs",3
169,2006,"radicals, hydroxyl, sunlight, alone, ultraviolet",1
169,2007,"ozone, poke, axed, reinstated, instrument",2
169,2008,"ozone, stratospheric, groundlevel, everests, ozonehole",6
169,2009,"ozone, chemicals, rottenegg, ozonedestroying, laughing",6
169,2010,"ozone, chlorine, america, cfc11, springtime",5
169,2011,"ozone, arctic, antarctic, hole, ozonedestroying",5
169,2012,"ozone, tropospheric, gases, cfc11, emissions",4
169,2013,"ozone, warmed, wider, southern, holes",1
169,2014,"ozone, atmospheric, hemisphere, stratosphere, pollution",4
169,2016,"mend, ozone, chlorine, interfere, heal",1
169,2017,"ozone, recovery, ozonedepleting, stratospheric, substances",1
169,2018,"cfc11, ozone, ozonedepleting, emissions, stratospheric",4
169,2019,"cfc11, ozone, emissions, atmospheric, ozonedepleting",6
169,2020,"ozone, montreal, trends, ozonedepleting, circulation",6
169,2021,"cfc11, ozone, gigagrams, emissions, ozonedepleting",7
169,2022,"ozone, no2, stratospheric, cfc11, lockdowns",2
170,2005,"mentors, protgs, mentor, busy, deserve",2
170,2006,"mentors, mentoring, mentor, protgs, letters",7
170,2007,"mentor, mentors, mentoring, awards, good",6
