Title,Abstract,Published Date
Frequency shift of optical phonons in doped graphene layers,"We use first-principles density-functional calculations to determine the
frequency shift of the A$'_1$-${\bf K}$ phonon (Raman D band) in monolayer
graphene, as a function of the charge doping. A detailed DFT study on the
electron-phonon coupling and the phonon line width of E$_{2g}$-${\bm \Gamma}$
and A$'_1$-${\bf K}$ phonons are also performed for graphene multi-layers.
Furthermore, we explain the experimentally observed '1/(Number of Layers)'
behaviour of the Raman G band position after including the dynamic response
treated within time dependent perturbation theory.",2007-02-27T06:54:57Z
"Current-induced spin polarization and the spin Hall effect: a
  quasiclassical approach","The quasiclassical Green function formalism is used to describe charge and
spin dynamics in the presence of spin-orbit coupling. We review the results
obtained for the spin Hall effect on restricted geometries. The role of
boundaries is discussed in the framework of spin diffusion equations.",2007-01-25T18:46:02Z
Effect of Polarized Current on the Magnetic State of Antiferromagnet,"We provide evidence for the effects of spin polarized current on a
nanofabricated antiferromagnet incorporated into a spin-valve structure.
Signatures of current-induced effects include bipolar steps in differential
resistance, current-induced changes of exchange bias correlated with these
steps, and deviations from the statistics expected for thermally activated
switching of spin valves. We explain our observations by a combination of spin
torque exerted on the interfacial antiferromagnetic moments, and
electron-magnon scattering in antiferromagnet.",2007-03-12T01:38:09Z
"Optical Study of the Free Carrier Response of LaTiO3/SrTiO3
  Superlattices","We used infrared spectroscopic ellipsometry to investigate the electronic
properties of LaTiO3/SrTiO3 superlattices (SLs). Our results indicated that,
independent of the SL periodicity and individual layer-thickness, the SLs
exhibited a Drude metallic response with sheet carrier density per interface
~3x10^14 cm^-2. This is probably due to the leakage of d-electrons at
interfaces from the Mott insulator LaTiO3 to the band insulator SrTiO3. We
observed a carrier relaxation time ~ 35 fs and mobility ~ 35 cm^2V^-1s^-1 at 10
K, and an unusual temperature dependence of carrier density that was attributed
to the dielectric screening of quantum paraelectric SrTiO3.",2007-03-15T15:59:37Z
Natural Dark Energy,"It is now well accepted that both Dark Matter and Dark Energy are required in
any successful cosmological model. Although there is ample evidence that both
Dark components are necessary, the conventional theories make no prediction for
the contributions from each of them. Moreover, there is usually no intrinsic
relationship between the two components, and no understanding of the nature of
the mysteries of the Dark Sector. Here we suggest that if the Dark Side is so
seductive then we should not be restricted to just 2 components. We further
suggest that the most natural model has 5 distinct forms of Dark Energy in
addition to the usual Dark Matter, each contributing precisely equally to the
cosmic energy density budget.",2007-03-30T18:48:13Z
"Signatures of retroreflection and induced triplet electron-hole
  correlations in ferromagnet/s-wave superconductor structures","We present a theoretical study of a ferromagnet/s-wave superconductor
junction to investigate the signatures of induced triplet correlations in the
system. We apply the extended BTK-formalism and allow for an arbitrary
magnetization strength/direction of the ferromagnet, a spin-active barrier,
Fermi-vector mismatch, and different effective masses in the two systems. It is
found that the phase associated with the $xy$-components of the magnetization
in the ferromagnet couples with the superconducting phase and induces
spin-triplet pairing correlations in the superconductor, if the tunneling
barrier acts as a spin-filter. This feature leads to an induced spin-triplet
pairing correlation in the ferromagnet, along with a spin-triplet electron-hole
coherence due to an interplay between the ferromagnetic and superconducting
phase. As our main result, we investigate the experimental signatures of
retrorelection, manifested in the tunneling conductance of a ferromagnet/s-wave
superconductor junction with a spin-active interface.",2007-03-15T08:28:54Z
"Use and Abuse of a Fractional Fokker-Planck Dynamics for Time-Dependent
  Driving","We investigate a subdiffusive, fractional Fokker-Planck dynamics occurring in
time-varying potential landscapes and thereby disclose the failure of the
fractional Fokker-Planck equation (FFPE) in its commonly used form when
generalized in an {\it ad hoc} manner to time-dependent forces. A modified FFPE
(MFFPE) is rigorously derived, being valid for a family of dichotomously
alternating force-fields. This MFFPE is numerically validated for a rectangular
time-dependent force with zero average bias. For this case subdiffusion is
shown to become enhanced as compared to the force free case. We question,
however, the existence of any physically valid FFPE for arbitrary varying
time-dependent fields that differ from this dichotomous varying family.",2007-03-15T17:27:04Z
Single-site Anderson Model. I Diagrammatic theory,"The diagrammatic theory is proposed for the strongly correlated impurity
Anderson model. The strongly correlated impurity electrons are hybridized with
free conduction electrons. For this system the new diagrammatic approach is
formulated. The linked cluster theorem for vacuum diagrams is proved and the
Dyson type equations for electron propagators of both electron subsystems are
established, together with such equations for mixed propagators. The
approximations based on the summing the infinite series of diagrams are
proposed, which close the system of equations and permit the investigation of
the system's properties.",2007-01-13T15:08:05Z
Spin transverse force and quantum transverse transport,"We present a brief review on spin transverse force, which exerts on the spin
as the electron is moving in an electric field. This force, analogue to the
Lorentz force on electron charge, is perpendicular to the electric field and
spin current carried by the electron. The force stems from the spin-orbit
coupling of electrons as a relativistic quantum effect, and could be used to
understand the Zitterbewegung of electron wave packet and the quantum
transverse transport of electron in a heuristic way.",2007-03-08T04:22:10Z
Anyons in a weakly interacting system,"We describe a theoretical proposal for a system whose excitations are anyons
with the exchange phase pi/4 and charge -e/2, but, remarkably, can be built by
filling a set of single-particle states of essentially noninteracting
electrons. The system consists of an artificially structured type-II
superconducting film adjacent to a 2D electron gas in the integer quantum Hall
regime with unit filling fraction. The proposal rests on the observation that a
vacancy in an otherwise periodic vortex lattice in the superconductor creates a
bound state in the 2DEG with total charge -e/2. A composite of this
fractionally charged hole and the missing flux due to the vacancy behaves as an
anyon. The proposed setup allows for manipulation of these anyons and could
prove useful in various schemes for fault-tolerant topological quantum
computation.",2007-02-28T21:03:44Z
"Optical Study of the Free Carrier Response of LaTiO3/SrTiO3
  Superlattices","We used infrared spectroscopic ellipsometry to investigate the electronic
properties of LaTiO3/SrTiO3 superlattices (SLs). Our results indicated that,
independent of the SL periodicity and individual layer-thickness, the SLs
exhibited a Drude metallic response with sheet carrier density per interface
~3x10^14 cm^-2. This is probably due to the leakage of d-electrons at
interfaces from the Mott insulator LaTiO3 to the band insulator SrTiO3. We
observed a carrier relaxation time ~ 35 fs and mobility ~ 35 cm^2V^-1s^-1 at 10
K, and an unusual temperature dependence of carrier density that was attributed
to the dielectric screening of quantum paraelectric SrTiO3.",2007-03-15T15:59:37Z
Absorption and desorption currents in polystyrene doped with DR1,"Isothermal polarization and depolarization currents in polystyrene doped with
DR1 chromophore molecules have been measured and analyzed in order to study the
electrical relaxation of the poled order in this guest-host system. It has been
shown that the superposition principle is applicable to the polymer system
under study at temperatures lower than the glass transition temperature
indicating that the doped polystyrene can be considered electrically as a
linear system with a negligible electric conductivity. It has been found that
the response function is not the exponential one and characterized by a broad
distribution of relaxation times. By comparing isothermal absorption and
desorption currents, the practical information was obtained on the best poling
conditions for getting high and stable residual polarization.",2007-03-08T17:13:27Z
"Spin moment over 10-300 K and delocalization of magnetic electrons above
  the Verwey transition in magnetite","In order to probe the magnetic ground state, we have carried out temperature
dependent magnetic Compton scattering experiments on an oriented single crystal
of magnetite (Fe$_3$O$_4$), together with the corresponding first-principles
band theory computations to gain insight into the measurements. An accurate
value of the magnetic moment $\mu_S$ associated with unpaired spins is obtained
directly over the temperature range of 10-300K. $\mu_S$ is found to be
non-integral and to display an anomalous behavior with the direction of the
external magnetic field near the Verwey transition. These results reveal how
the magnetic properties enter the Verwey energy scale via spin-orbit coupling
and the geometrical frustration of the spinel structure, even though the Curie
temperature of magnetite is in excess of 800 K. The anisotropy of the magnetic
Compton profiles increases through the Verwey temperature $T_v$ and indicates
that magnetic electrons in the ground state of magnetite become delocalized on
Fe B-sites above $T_v$.",2007-03-12T19:45:19Z
Fluctuation theorems for stochastic dynamics,"Fluctuation theorems make use of time reversal to make predictions about
entropy production in many-body systems far from thermal equilibrium. Here we
review the wide variety of distinct, but interconnected, relations that have
been derived and investigated theoretically and experimentally. Significantly,
we demonstrate, in the context of Markovian stochastic dynamics, how these
different fluctuation theorems arise from a simple fundamental time-reversal
symmetry of a certain class of observables. Appealing to the notion of Gibbs
entropy allows for a microscopic definition of entropy production in terms of
these observables. We work with the master equation approach, which leads to a
mathematically straightforward proof and provides direct insight into the
probabilistic meaning of the quantities involved. Finally, we point to some
experiments that elucidate the practical significance of fluctuation relations.",2007-02-23T16:02:00Z
Multicomponent fluid of hard spheres near a wall,"The rational function approximation method, density functional theory, and
NVT Monte Carlo simulation are used to obtain the density profiles of
multicomponent hard-sphere mixtures near a planar hard wall. Binary mixtures
with a size ratio 1:3 in which both components occupy a similar volume are
specifically examined. The results indicate that the present version of density
functional theory yields an excellent overall performance. A reasonably
accurate behavior of the rational function approximation method is also
observed, except in the vicinity of the first minimum, where it may even
predict unphysical negative values.",2007-02-12T17:31:10Z
Unusual liquid state of hard-core bosons on the pyrochlore lattice,"We study the physics of hard-core bosons with unfrustrated hopping (t) and
nearest-neighbor repulsion (V) on the three dimensional pyrochlore lattice. At
half-filling, we demonstrate that the small V/t superfluid state eventually
becomes unstable at large enough V/t to an unusual insulating state which
displays no broken lattice translation symmetry. Equal time and static density
correlators in this insulator are well described by a mapping to electric field
correlators in the Coulomb phase of a U(1) lattice gauge theory, allowing us to
identify this insulator with a U(1) fractionalized Mott-insulating state. The
possibility of observing this phase in suitably designed atom-trap experiments
with ultracold atoms is also discussed, as are specific experimental
signatures.",2007-02-01T21:04:40Z
River scaling analysis and the BHP universality hypothesis,"The XY-model shows in two dimensions in the strong coupling regime a
universal distribution, named BHP, which in turn also describes other models of
criticality and self-organized criticality and even describes natural data as
river level and flow. We start by analysing the two dimensional XY-model and
calculate the BHP probability density function. The results obtained for
several dissimilar phenomenons which includes the deseasonalised Danube height
data raised the universality hypothesis for rivers. This hypothesis is tested
for the Iberian river Douro. Deviations from the BHP are found especially for
medium and small runoffs. For regimes closer to the natural flow the
fluctuations tend to follow the universal curve again.",2007-03-02T16:25:08Z
"Kinematic Substructures in the Coma Cluster Core as traced by
  Intracluster Planetary Nebulae","The Coma cluster is the richest and most compact of the nearby clusters, yet
there is growing evidence that its formation is still on-going. A sensitive
probe of this evolution is the dynamics of intracluster stars, which are
unbound from galaxies while the cluster forms, according to cosmological
simulations. With a new multi-slit imaging spectroscopy technique pioneered at
the 8.2 m Subaru telescope and FOCAS, we can now detect and measure the
line-of-sight velocities of the intracluster planetary nebulae which are
associated with the diffuse stellar population of stars, at 100 Mpc distance.
We detect significant velocity substructures within a 6 arcmin diameter field,
centred on the Coma X-ray cluster emission. One substructure ispresent at ~5000
km/s, probably from infall of a galaxy group, while the main intracluster
stellar component moves at ~ 6500 km/s. Hence the ICPNs associated with the
diffuse light at the position of the MSIS field are not bound to the nearby cD
galaxy NGC 4874, whose radial velocity is ~ 700 km/s greater.",2007-03-23T10:22:50Z
"Non equilibrium steady states: fluctuations and large deviations of the
  density and of the current","These lecture notes give a short review of methods such as the matrix ansatz,
the additivity principle or the macroscopic fluctuation theory, developed
recently in the theory of non-equilibrium phenomena. They show how these
methods allow to calculate the fluctuations and large deviations of the density
and of the current in non-equilibrium steady states of systems like exclusion
processes. The properties of these fluctuations and large deviation functions
in non-equilibrium steady states (for example non-Gaussian fluctuations of
density or non-convexity of the large deviation function which generalizes the
notion of free energy) are compared with those of systems at equilibrium.",2007-03-28T17:35:05Z
"Classical to Quantum Transition of a Driven Nonlinear Nanomechanical
  Resonator","We seek the first indications that a nanoelectromechanical system (NEMS) is
entering the quantum domain as its mass and temperature are decreased. We find
them by studying the transition from classical to quantum behavior of a driven
nonlinear Duffing resonator. Numerical solutions of the equations of motion,
operating in the bistable regime of the resonator, demonstrate that the quantum
Wigner function gradually deviates from the corresponding classical phase-space
probability density. These clear differences that develop due to nonlinearity
can serve as experimental evidence, in the near future, that NEMS resonators
are entering the quantum domain.",2007-02-09T23:54:36Z
"Self-consistent analytical solution of a problem of charge-carrier
  injection at a conductor/insulator interface","We present a closed description of the charge carrier injection process from
a conductor into an insulator. Common injection models are based on single
electron descriptions, being problematic especially once the amount of
charge-carriers injected is large. Accordingly, we developed a model, which
incorporates space charge effects in the description of the injection process.
The challenge of this task is the problem of self-consistency. The amount of
charge-carriers injected per unit time strongly depends on the energy barrier
emerging at the contact, while at the same time the electrostatic potential
generated by the injected charge- carriers modifies the height of this
injection barrier itself. In our model, self-consistency is obtained by
assuming continuity of the electric displacement and the electrochemical
potential all over the conductor/insulator system. The conductor and the
insulator are properly taken into account by means of their respective density
of state distributions. The electric field distributions are obtained in a
closed analytical form and the resulting current-voltage characteristics show
that the theory embraces injection-limited as well as bulk-limited
charge-carrier transport. Analytical approximations of these limits are given,
revealing physical mechanisms responsible for the particular current-voltage
behavior. In addition, the model exhibits the crossover between the two
limiting cases and determines the validity of respective approximations. The
consequences resulting from our exactly solvable model are discussed on the
basis of a simplified indium tin oxide/organic semiconductor system.",2007-03-27T07:55:31Z
"Weak binding between two aromatic rings: feeling the van der Waals
  attraction by quantum Monte Carlo methods","We report a systematic study of the weak chemical bond between two benzene
molecules. We first show that it is possible to obtain a very good description
of the C_2 dimer and the benzene molecule, by using pseudopotentials for the
chemically inert 1s electrons, and a resonating valence bond wave function as a
variational ansatz, expanded on a relatively small Gaussian basis set. We
employ an improved version of the stochastic reconfiguration technique to
optimize the many-body wave function, which is the starting point for highly
accurate simulations based on the lattice regularized diffusion Monte Carlo
(LRDMC) method. This projection technique provides a rigorous variational upper
bound for the total energy, even in the presence of pseudopotentials, and
allows to improve systematically the accuracy of the trial wave function, which
already yields a large fraction of the dynamical and non-dynamical electron
correlation. We show that the energy dispersion of two benzene molecules in the
parallel displaced geometry is significantly deeper than the face-to-face
configuration. However, contrary to previous studies based on post Hartree-Fock
methods, the binding energy remains weak (~ 2 kcal/mol) also in this geometry,
and its value is in agreement with the most accurate and recent experimental
findings.",2007-02-15T02:08:23Z
Rashba quantum wire: exact solution and ballistic transport,"The effect of Rashba spin-orbit interaction in quantum wires with hard-wall
boundaries is discussed. The exact wave function and eigenvalue equation are
worked out pointing out the mixing between the spin and spatial parts. The
spectral properties are also studied within the perturbation theory with
respect to the strength of the spin-orbit interaction and diagonalization
procedure. A comparison is done with the results of a simple model, the
two-band model, that takes account only of the first two sub-bands of the wire.
Finally, the transport properties within the ballistic regime are analytically
calculated for the two-band model and through a tight-binding Green function
for the entire system. Single and double interfaces separating regions with
different strengths of spin-orbit interaction are analyzed injecting carriers
into the first and the second sub-band. It is shown that in the case of a
single interface the spin polarization in the Rashba region is different from
zero, and in the case of two interfaces the spin polarization shows
oscillations due to spin selective bound states.",2007-01-21T20:11:53Z
"The magneto-optical Barnett effect and spin momentum
  transfer:Magnetization switching by circularly polarized light","The interaction of polarized light with a spin in the presence of dissipation
is shown to be equivalent to a spin transfer process that can cause switching.
In plasmas, the spin transfer is dominated by a spin-spin exchange term while
at lower energy densities it is dominated by an optical Barnett-like effect.
This latter effect is used in conjunction with optical phonons to predict
femtosecond magnetization reversal believed to be recently measured in GdCoFe
thin films. Conventional approaches based on the Bloch and the Landau-Lifshitz
equations do not reproduce this ultrafast switching.",2007-02-25T04:01:34Z
"Efficiency of mass transfer in massive close binaries, Tests from
  double-lined eclipsing binaries in the SMC","One of the major uncertainties in close binary evolution is the efficiency of
mass transfer beta: the fraction of transferred mass that is accreted by a
secondary star. We attempt to constrain the mass-transfer efficiency for
short-period massive binaries undergoing case A mass transfer.
  We present a grid of about 20,000 detailed binary evolution tracks with
primary masses 3.5-35 Msun, orbital periods 1-5 days at a metallicity Z=0.004,
assuming both conservative and non-conservative mass transfer. We perform a
systematic comparison, using least-squares fitting, of the computed models with
a sample of 50 double-lined eclipsing binaries in the Small Magellanic Cloud,
for which fundamental stellar parameters have been determined. About 60% of the
systems are currently undergoing slow mass transfer.
  In general we find good agreement between our models and the observed
detached systems. However, for many of the semi-detached systems the observed
temperature ratio is more extreme than our models predict. For the 17
semi-detached systems that we are able to match, we find a large spread in the
best fitting mass-transfer efficiency; no single value of beta can explain all
systems. We find a hint that initially wider systems tend to fit better to less
conservative models. We show the need for more accurate temperature
determinations and we find that determinations of surface abundances of
nitrogen and carbon can potentially constrain the mass-transfer efficiency
further.",2007-03-19T14:27:52Z
"Dynamics of Phononic Dissipation at the Atomic Scale: Dependence on
  Internal Degrees of Freedom","Dynamics of dissipation of a local phonon distribution to the substrate is a
key issue in friction between sliding surfaces as well as in boundary
lubrication. We consider a model system consisting of an excited nano-particle
which is weakly coupled with a substrate. Using three different methods we
solve the dynamics of energy dissipation for different types of coupling
between the nano-particle and the substrate, where different types of
dimensionality and phonon densities of states were also considered for the
substrate. In this paper, we present our analysis of transient properties of
energy dissipation via phonon discharge in the microscopic level towards the
substrate. Our theoretical analysis can be extended to treat realistic
lubricant molecules or asperities, and also substrates with more complex
densities of states. We found that the decay rate of the nano-particle phonons
increases as the square of the interaction constant in the harmonic
approximation.",2007-03-01T13:14:34Z
Selective heating of the ferroelectric film soft mode phonons,"Results of the experimental study of the electromagnetic pumping of frequency
0.3 THz upon the soft mode phonons in the (Ba, Sr)TiO3 film are presented. Some
features of the phonon state are revealed using the capacitor thermometer and
the thermocouple. The soft mode phonon overheating estimated comparing changes
of the planar capacitor capacitance was observed to be quite significant",2007-02-27T20:53:24Z
A Binary Model for the UV-upturn of Elliptical Galaxies,"The discovery of an excess of light in the far-ultraviolet (UV) in 1969 in
elliptical galaxies was a major surprise. While it is now clear that this UV
excess (UV-upturn) is probably caused by an old population of helium-burning
stars. Han et al (2002, 2003) proposed a binary model for the formation of hot
subdwarfs (helium burning stars) and the model can reproduce the observations
in our Galaxy. By applying the binary model to the study of evolutionary
population synthesis, we have obtained an {\it a priori} model for the
UV-upturn of elliptical galaxies. The model shows that the UV-upturn is most
likely resulted from binary interactions and it is universal (not very much
metallicity-dependant) in ellipticals. This has major implications for
understanding the evolution of the UV-upturn and elliptical galaxies in
general; contrary to previous postulates, it implies that the UV-upturn is not
a sign of age, but could be a potentially powerful indicator for a recent minor
burst of star-forming activity.",2007-03-15T11:11:13Z
"Multiple magnetic transitions and magnetocaloric effect in
  Gd1-xSmxMn2Ge2 compounds","Magnetic and magnetocaloric properties of polycrystalline samples of
Gd1-xSmxMn2Ge2 have been studied. All the compounds except GdMn2Ge2 show
re-entrant ferromagnetic behavior. Multiple magnetic transitions observed in
these compounds are explained on the basis of the temperature dependences of
the exchange strengths of the rare earth and Mn sublattices. Magnetocaloric
effect is found to be positive at the re-entrant ferromagnetic transition,
whereas it is negative at the antiferro-ferromagnetic transition. In SmMn2Ge2,
the magnetic entropy change associated with the re-entrant transition is found
to decrease with field, which is attributed to the admixture effect of the
crystal field levels. The isothermal magnetic entropy change is found to
decrease with increase in Sm concentration.",2007-02-05T16:39:03Z
"A hybrid method coupling fluctuating hydrodynamics and molecular
  dynamics for the simulation of macromolecules","We present a hybrid computational method for simulating the dynamics of
macromolecules in solution which couples a mesoscale solver for the fluctuating
hydrodynamics (FH) equations with molecular dynamics to describe the
macromolecule. The two models interact through a dissipative Stokesian term
first introduced by Ahlrichs and D\""unweg [J. Chem. Phys. {\bf 111}, 8225
(1999)]. We show that our method correctly captures the static and dynamical
properties of polymer chains as predicted by the Zimm model. In particular, we
show that the static conformations are best described when the ratio
$\frac{\sigma}{b}=0.6$, where $\sigma$ is the Lennard-Jones length parameter
and $b$ is the monomer bond length. We also find that the decay of the Rouse
modes' autocorrelation function is better described with an analytical
correction suggested by Ahlrichs and D\""unweg. Our FH solver permits us to
treat the fluid equation of state and transport parameters as direct simulation
parameters. The expected independence of the chain dynamics on various choices
of fluid equation of state and bulk viscosity is recovered, while excellent
agreement is found for the temperature and shear viscosity dependence of centre
of mass diffusion between simulation results and predictions of the Zimm model.
We find that Zimm model approximations start to fail when the Schmidt number
$Sc \lessapprox 30$. Finally, we investigate the importance of fluid
fluctuations and show that using the preaveraged approximation for the
hydrodynamic tensor leads to around 3% error in the diffusion coefficient for a
polymer chain when the fluid discretization size is greater than $50\AA$.",2007-03-04T21:01:59Z
"Ferromagnetism in Fe-doped ZnO Nanocrystals: Experimental and
  Theoretical investigations","Fe-doped ZnO nanocrystals are successfully synthesized and structurally
characterized by using x-ray diffraction and transmission electron microscopy.
Magnetization measurements on the same system reveal a ferromagnetic to
paramagnetic transition temperature > 450 K with a low-temperature transition
from ferromagnetic to spin-glass state due to canting of the disordered surface
spins in the nanoparticle system. Local magnetic probes like EPR and Mossbauer
indicate the presence of Fe in both valence states Fe2+ and Fe3+. We argue that
the presence of Fe3+ is due to the possible hole doping in the system by cation
(Zn) vacancies. In a successive ab-initio electronic structure calculation, the
effects of defects (e.g. O- and Zn-vacancy) on the nature and origin of
ferromagnetism are investigated for Fe-doped ZnO system. Electronic structure
calculations suggest hole doping (Zn-vacancy) to be more effective to stabilize
ferromagnetism in Fe doped ZnO and our results are consistent with the
experimental signature of hole doping in the ferromagnetic Fe doped ZnO
samples.",2007-02-22T14:58:33Z
"Triplet pairing and upper critical field in the mixed state of d-wave
  superconductors","We show that an additional triplet component of the order parameter is
generated in the vortex phase of the d-wave superconductor. Spatial variations
of the triplet component are analyzed for a strong spin-orbit coupling.
Corrections to the London equation and an unusual temperature dependence of the
upper critical field, are obtained in the case of the weak spin-orbit coupling.",2007-02-22T13:33:44Z
"Strong-field effects in the Rabi oscillations of the superconducting
  phase qubit","Rabi oscillations have been observed in many superconducting devices, and
represent prototypical logic operations for quantum bits (qubits) in a quantum
computer. We use a three-level multiphoton analysis to understand the behavior
of the superconducting phase qubit (current-biased Josephson junction) at high
microwave drive power. Analytical and numerical results for the ac Stark shift,
single-photon Rabi frequency, and two-photon Rabi frequency are compared to
measurements made on a dc SQUID phase qubit with Nb/AlOx/Nb tunnel junctions.
Good agreement is found between theory and experiment.",2007-03-02T22:27:09Z
"Where are all the gravastars? Limits upon the gravastar model from
  accreting black holes","The gravastar model, which postulates a strongly correlated thin shell of
anisotropic matter surrounding a region of anti-de Sitter space, has been
proposed as an alternative to black holes. We discuss constraints that
present-day observations of well-known black hole candidates place on this
model. We focus upon two black hole candidates known to have extraordinarily
low luminosities: the supermassive black hole in the Galactic Center,
Sagittarius A*, and the stellar-mass black hole, XTE J1118+480. We find that
the length scale for modifications of the type discussed in Chapline et al.
(2003) must be sub-Planckian.",2007-01-29T03:04:28Z
"Bias-dependent Contact Resistance in Rubrene Single-Crystal Field-Effect
  Transistors","We report a systematic study of the bias-dependent contact resistance in
rubrene single-crystal field-effect transistors with Ni, Co, Cu, Au, and Pt
electrodes. We show that the reproducibility in the values of contact
resistance strongly depends on the metal, ranging from a factor of two for Ni
to more than three orders of magnitude for Au. Surprisingly, FETs with Ni, Co,
and Cu contacts exhibits an unexpected reproducibility of the bias-dependent
differential conductance of the contacts, once this has been normalized to the
value measured at zero bias. This reproducibility may enable the study of
microscopic carrier injection processes into organic semiconductors.",2007-03-01T17:04:50Z
"Two-Dimensionality of Magnetic Excitations on the Trellis Lattice:
  (La,Sr,Ca)$_{14}$Cu$_{24}$O$_{41}$ and SrCu$_2$O$_3$","We explore the properties of magnetic excitations on the trellis lattice
which is relevant for the so-called telephone-number compounds
A$_{14}$Cu$_{24}$O$_{41}$ and the system SrCu$_2$O$_3$. The trellis lattice
consists of two-leg ladders which are coupled in a strongly frustrated fashion.
We use the effective model obtained for a single two-leg spin ladder to
calculate the two-dimensional one-triplon dispersion and the corresponding
one-triplon contribution to the dynamical structure factor. Special attention
is laid on signatures of the frustrating inter-ladder magnetic exchange. A
detailed suggestion is made for an experimental detection of this exchange in
inelastic neutron scattering experiments.",2007-01-23T13:54:08Z
Thermodynamic fluctuation relation for temperature and energy,"The present work extends the well-known thermodynamic relation $C=\beta ^{2}<
\delta {E^{2}}>$ for the canonical ensemble. We start from the general
situation of the thermodynamic equilibrium between a large but finite system of
interest and a generalized thermostat, which we define in the course of the
paper. The resulting identity $< \delta \beta \delta {E}> =1+< \delta {E^{2}}%
> \partial ^{2}S(E) /\partial {E^{2}}$ can account for thermodynamic states
with a negative heat capacity $C<0$; at the same time, it represents a
thermodynamic fluctuation relation that imposes some restrictions on the
determination of the microcanonical caloric curve $\beta (E) =\partial S(E)
/\partial E$. Finally, we comment briefly on the implications of the present
result for the development of new Monte Carlo methods and an apparent analogy
with quantum mechanics.",2007-02-01T22:40:42Z
Spin chain simulations with a meron cluster algorithm,"We apply a meron cluster algorithm to the XY spin chain, which describes a
quantum rotor. This is a multi-cluster simulation supplemented by an improved
estimator, which deals with objects of half-integer topological charge. This
method is powerful enough to provide precise results for the model with a
theta-term - it is therefore one of the rare examples, where a system with a
complex action can be solved numerically. In particular we measure the
correlation length, as well as the topological and magnetic susceptibility. We
discuss the algorithmic efficiency in view of the critical slowing down. Due to
the excellent performance that we observe, it is strongly motivated to work on
new applications of meron cluster algorithms in higher dimensions.",2007-01-15T14:38:48Z
Fluctuation theorems: Work is not an observable,"The characteristic function of the work performed by an external
time-dependent force on a Hamiltonian quantum system is identified with the
time-ordered correlation function of the exponentiated system's Hamiltonian. A
similar expression is obtained for the averaged exponential work which is
related to the free energy difference of equilibrium systems by the Jarzynski
work theorem.",2007-03-07T17:12:25Z
"Dynamics of unvisited sites in presence of mutually repulsive random
  walkers","We have considered the persistence of unvisited sites of a lattice, i.e., the
probability $S(t)$ that a site remains unvisited till time $t$ in presence of
mutually repulsive random walkers. The dynamics of this system has direct
correspondence to that of the domain walls in a certain system of Ising spins
where the number of domain walls become fixed following a zero termperature
quench. Here we get the result that $S(t) \propto \exp(-\alpha t^{\beta})$
where $\beta$ is close to 0.5 and $\alpha$ a function of the density of the
walkers $\rho$. The number of persistent sites in presence of independent
walkers of density $\rho^\prime$ is known to be $S^\prime (t) = \exp(-2
\sqrt{\frac{2}{\pi}} \rho^\prime t^{1/2})$. We show that a mapping of the
interacting walkers' problem to the independent walkers' problem is possible
with $\rho^\prime = \rho/(1-\rho)$ provided $\rho^\prime, \rho$ are small. We
also discuss some other intricate results obtained in the interacting walkers'
case.",2007-03-06T09:44:39Z
"Effect of substrate-induced strain on transport and magnetic properties
  of epitaxial La_0.66Sr_0.33MnO_3 thin films","We have studied electrical transport and magnetic properties of epitaxial
La_0.66 Sr_0.33 Mn O_3 thin films grown on different substrates having
different lattice strains induced by different film-substrate lattice-mismatch.
Both electrical transport and magnetic properties exhibit strong correlation
with Jahn-Teller strain. Our study shows a sufficiently large Jahn-Teller
strain giving rise to distinct semi-conducting/insulating state in LSMO thin
films even below the respective para-ferromagnetic Curie temperatutes Tc, which
is in contradiction with the established phase diagram of Sr-doped manganites.
We have presented a microscopic model for the analysis of our data instead of
the usual expansion around the undistorted state generally in use in the
literature. The model incorporates the two relevant e_g orbitals (and their
ordering thereof) and the effect of both Jahn-Teller and bulk strain on the
transition temperature via double exchange.",2007-02-04T07:23:16Z
"Functional Renormalization Group calculation of the Fermi surface of a
  spin-ladder","We study non conventional superconductivity on a ladder, improving the
predictions of the Hubbard model. The determination of the Fermi surface, in 2
or 3 dimensions, remains a very hard task, but it is exactly solvable for a
single ladder. We use functional Renormalisation Group methods, which prove,
here, scheme-dependant. In the superconducting phase, the binding/antibinding
gap is stabilized, but in the antiferromagnetic phase, it shrinks and the
ladder turns one-dimensional.",2007-02-19T14:25:37Z
Coherent spectral weight of Gutzwiller-projected superconductors,"We analyze the electronic Green's functions in the superconducting ground
state of the t-J model using Gutzwiller-projected wave functions, and compare
them to the conventional BCS form. Some of the properties of the BCS state are
preserved by the projection: the total spectral weight is continuous around the
quasiparticle node and approximately constant along the Fermi surface. On the
other hand, the overall spectral weight is reduced by the projection with a
momentum-dependent renormalization, and the projection produces electron-hole
asymmetry in renormalization of the electron and hole spectral weights. The
latter asymmetry leads to the bending of the effective Fermi surface which we
define as the locus of equal electron and hole spectral weight.",2007-01-14T18:16:30Z
